node_id,node_name,mesh_ui,node_type
N6937,sodium compounds,D017670,Chemical
N6938,pneumocephalus,D011007,Disease
N6939,deuterium,D003903,Chemical
N6940,deuterium oxide,D017666,Chemical
N6941,dioxoles,D004149,Chemical
N6942,bovine virus diarrhea-mucosal disease,D001912,Disease
N6943,"diarrhea viruses, bovine viral",D001908,Other
N6944,macaca nemestrina,D008254,Other
N6945,dna transposable elements,D004251,Chemical
N6946,gene rearrangement,D015321,Biological_Process
N6947,introns,D007438,Biological_Process
N6948,"repetitive sequences, nucleic acid",D012091,Biological_Process
N6949,"mice, inbred icr",D008813,Other
N6950,orthomyxoviridae infections,D009976,Disease
N6951,phyllodes tumor,D003557,Disease
N6952,iodocyanopindolol,D020120,Chemical
N6953,"receptors, nicotinic",D011978,Chemical
N6954,"heparin, low-molecular-weight",D006495,Chemical
N6955,therapeutic equivalency,D013810,Biological_Process
N6956,electron spin resonance spectroscopy,D004578,Technique
N6957,"melanoma, experimental",D008546,Disease
N6958,"receptors, calcitonin",D018003,Chemical
N6959,"mitochondrial adp, atp translocases",D000226,Chemical
N6960,nucleotidyltransferases,D009713,Chemical
N6961,purine-nucleoside phosphorylase,D011683,Chemical
N6962,desmin,D003893,Chemical
N6963,polyomavirus,D011120,Other
N6964,tumor virus infections,D014412,Disease
N6965,vimentin,D014746,Chemical
N6966,immediate-early proteins,D017874,Chemical
N6967,"cell line, transformed",D002461,Anatomy
N6968,"chromosomes, human, pair 11",D002880,Anatomy
N6969,"chromosomes, human, pair 12",D002881,Anatomy
N6970,nuclear transfer techniques,D053652,Technique
N6971,simian virus 40,D013539,Other
N6972,x-ray intensifying screens,D014963,Technique
N6973,linoleic acid,D019787,Chemical
N6974,carbon isotopes,D002247,Chemical
N6975,protons,D011522,Chemical
N6976,bone cements,D001843,Chemical
N6977,"receptors, endothelin",D017466,Chemical
N6978,"genes, mhc class i",D005805,Biological_Process
N6979,genetic predisposition to disease,D020022,Disease
N6980,iron radioisotopes,D007504,Chemical
N6981,"herpesvirus 6, human",D015654,Other
N6982,seroepidemiologic studies,D016036,Technique
N6983,sodium pertechnetate tc 99m,D013670,Chemical
N6984,hydroxyquinolines,D006912,Chemical
N6985,macrophage-1 antigen,D016177,Chemical
N6986,masoprocol,D009637,Chemical
N6987,"receptors, leukocyte-adhesion",D016028,Chemical
N6988,fungi,D005658,Other
N6989,gamma-linolenic acid,D017965,Chemical
N6990,enterovirus infections,D004769,Disease
N6991,"receptors, thrombin",D018179,Chemical
N6992,hepes,D006531,Chemical
N6993,sodium-hydrogen exchangers,D017923,Chemical
N6994,"receptors, prostaglandin e",D018078,Chemical
N6995,8-bromo cyclic adenosine monophosphate,D015124,Chemical
N6996,social work,D012947,Other
N6997,methylene blue,D008751,Chemical
N6998,capsid proteins,D036022,Chemical
N6999,droxidopa,D015103,Chemical
N7000,"nerve fibers, myelinated",D009413,Anatomy
N7001,cytochrome-c oxidase deficiency,D030401,Disease
N7002,"receptors, mineralocorticoid",D018161,Chemical
N7003,"receptors, platelet-derived growth factor",D017479,Chemical
N7004,avian leukosis,D001353,Disease
N7005,avian leukosis virus,D001354,Other
N7006,"infusion pumps, implantable",D015918,Technique
N7007,gangliosides,D005732,Chemical
N7008,technetium tc 99m dimercaptosuccinic acid,D019783,Chemical
N7009,monensin,D008985,Chemical
N7010,anthraquinones,D000880,Chemical
N7011,ryanodine,D012433,Chemical
N7012,ryanodine receptor calcium release channel,D019837,Chemical
N7013,"receptors, lipoprotein",D018110,Chemical
N7014,cognitive behavioral therapy,D015928,Other
N7015,2-amino-5-phosphonovalerate,D015763,Chemical
N7016,respiratory transport,D015657,Biological_Process
N7017,"receptors, leukotriene b4",D018102,Chemical
N7018,tetrazoles,D013777,Chemical
N7019,cricetulus,D003412,Other
N7020,genetic complementation test,D005816,Technique
N7021,"3,4-dihydroxyphenylacetic acid",D015102,Chemical
N7022,"administration, intranasal",D000281,Technique
N7023,ambulatory care information systems,D000555,Other
N7024,automobiles,D001336,Other
N7025,cervical atlas,D001270,Anatomy
N7026,spinal stenosis,D013130,Disease
N7027,armenia,D001136,Other
N7028,health priorities,D006292,Other
N7029,phencyclidine,D010622,Chemical
N7030,"receptors, phencyclidine",D017478,Chemical
N7031,discrimination learning,D004193,Other
N7032,imagination,D007092,Other
N7033,hysterosalpingography,D007047,Technique
N7034,dopamine antagonists,D018492,Chemical
N7035,metoclopramide,D008787,Chemical
N7036,oxamic acid,D010072,Chemical
N7037,equipment and supplies,D004864,Technique
N7038,cod liver oil,D003060,Chemical
N7039,dizziness,D004244,Disease
N7040,paresthesia,D010292,Disease
N7041,trees,D014197,Other
N7042,second messenger systems,D015290,Biological_Process
N7043,"gonadotropins, equine",D006064,Chemical
N7044,"leukemia virus, bovine",D001909,Other
N7045,rotavirus,D012401,Other
N7046,glycosides,D006027,Chemical
N7047,hymecromone,D006923,Chemical
N7048,adp ribose transferases,D036002,Chemical
N7049,chimera,D002678,Other
N7050,exotoxins,D005098,Chemical
N7051,cyclic n-oxides,D003497,Chemical
N7052,spin labels,D013113,Chemical
N7053,uridine kinase,D014541,Chemical
N7054,"neoplasms, nerve tissue",D009380,Disease
N7055,"receptors, opioid, kappa",D017473,Chemical
N7056,trichloroethylene,D014241,Chemical
N7057,adrenal insufficiency,D000309,Disease
N7058,iron-sulfur proteins,D007506,Chemical
N7059,astragalus propinquus,D027885,Other
N7060,electron transport,D004579,Biological_Process
N7061,electron transport complex ii,D042963,Chemical
N7062,electron transport complex iii,D014450,Chemical
N7063,multienzyme complexes,D009097,Chemical
N7064,adenylyl cyclase inhibitors,D000067956,Chemical
N7065,"carcinoma, non-small-cell lung",D002289,Disease
N7066,conversion disorder,D003291,Other
N7067,osteoradionecrosis,D010025,Disease
N7068,histiocytosis,D015614,Disease
N7069,groin,D006119,Anatomy
N7070,terpenes,D013729,Chemical
N7071,tetradecanoylphorbol acetate,D013755,Chemical
N7072,leigh disease,D007888,Disease
N7073,nadh dehydrogenase,D009245,Chemical
N7074,succinate cytochrome c oxidoreductase,D013384,Chemical
N7075,ringer's solution,D000077331,Chemical
N7076,deoxy sugars,D003837,Chemical
N7077,"lupus erythematosus, cutaneous",D008178,Disease
N7078,equartevirus,D007240,Other
N7079,"vaccines, inactivated",D015164,Chemical
N7080,"endothelium, lymphatic",D004729,Anatomy
N7081,gonadal dysgenesis,D006059,Disease
N7082,"gonadal dysgenesis, mixed",D006060,Disease
N7083,acyltransferases,D000217,Chemical
N7084,diacylglycerol o-acyltransferase,D051048,Chemical
N7085,phosphatidate phosphatase,D010711,Chemical
N7086,flucytosine,D005437,Chemical
N7087,itraconazole,D017964,Chemical
N7088,ketoconazole,D007654,Chemical
N7089,"receptors, gaba-a",D011963,Chemical
N7090,gene amplification,D005784,Biological_Process
N7091,molecular probes,D015335,Chemical
N7092,lateral medullary syndrome,D014854,Disease
N7093,phenanthrolines,D010618,Chemical
N7094,salvia miltiorrhiza,D027561,Other
N7095,diglycerides,D004075,Chemical
N7096,"genes, bacterial",D005798,Biological_Process
N7097,alpha-n-acetylgalactosaminidase,D048809,Chemical
N7098,beta-n-acetyl-galactosaminidase,D048828,Chemical
N7099,gastric fistula,D005747,Disease
N7100,medroxyprogesterone,D008525,Chemical
N7101,medroxyprogesterone acetate,D017258,Chemical
N7102,maxillary neoplasms,D008441,Disease
N7103,palatal neoplasms,D010157,Disease
N7104,viral envelope proteins,D014759,Chemical
N7105,nucleic acid conformation,D009690,Biological_Process
N7106,"genetics, behavioral",D005824,Other
N7107,"product surveillance, postmarketing",D011358,Technique
N7108,androsterone,D000738,Chemical
N7109,arboviruses,D001103,Other
N7110,toxoplasma,D014122,Other
N7111,"receptors, atrial natriuretic factor",D017461,Chemical
N7112,organelles,D015388,Anatomy
N7113,chondrosarcoma,D002813,Disease
N7114,psychosurgery,D011612,Technique
N7115,encephalomyocarditis virus,D004686,Other
N7116,apazone,D001032,Chemical
N7117,triazines,D014227,Chemical
N7118,azepines,D001381,Chemical
N7119,orthopedics,D009985,Other
N7120,affinity labels,D000345,Chemical
N7121,microvilli,D008871,Anatomy
N7122,histocompatibility antigens class ii,D000949,Chemical
N7123,pancoast syndrome,D010178,Disease
N7124,purinones,D011688,Chemical
N7125,nitrogen oxides,D009589,Chemical
N7126,temporomandibular joint disorders,D013705,Disease
N7127,"receptors, erythropoietin",D017467,Chemical
N7128,phosphotransferases (alcohol group acceptor),D017853,Chemical
N7129,glutathione transferase,D005982,Chemical
N7130,3-hydroxybutyric acid,D020155,Chemical
N7131,ditiocarb,D004050,Chemical
N7132,proto-oncogene proteins c-myc,D016271,Chemical
N7133,infant food,D007225,Biological_Process
N7134,sodium-potassium-chloride symporters,D028021,Chemical
N7135,mineral waters,D008900,Chemical
N7136,chorda tympani nerve,D002814,Anatomy
N7137,"vaccines, attenuated",D014613,Chemical
N7138,dystonia,D004421,Disease
N7139,spondylitis,D013166,Disease
N7140,glucose-6-phosphatase,D005952,Chemical
N7141,opioid-related disorders,D009293,Disease
N7142,dna restriction enzymes,D004262,Chemical
N7143,adenylate cyclase toxin,D037361,Chemical
N7144,"enkephalin, ala(2)-mephe(4)-gly(5)-",D020875,Chemical
N7145,"enkephalin, leucine-2-alanine",D016308,Chemical
N7146,ovarian function tests,D010050,Technique
N7147,protein c inhibitor,D018046,Chemical
N7148,maleimides,D008301,Chemical
N7149,tropisetron,D000077526,Chemical
N7150,chlorobenzenes,D002722,Chemical
N7151,hydroxides,D006878,Chemical
N7152,hydroxyl radical,D017665,Chemical
N7153,clinical nursing research,D015400,Other
N7154,touch,D014110,Other
N7155,fumarate hydratase,D005649,Chemical
N7156,cameroon,D002163,Other
N7157,inhalation,D001239,Biological_Process
N7158,pneumoradiography,D011029,Technique
N7159,sweetening agents,D013549,Chemical
N7160,"receptors, sigma",D017480,Chemical
N7161,vincamine,D014749,Chemical
N7162,dithiothreitol,D004229,Chemical
N7163,hexadimethrine bromide,D006583,Chemical
N7164,rna-binding proteins,D016601,Chemical
N7165,hydroxybenzoates,D062385,Chemical
N7166,fructose-bisphosphatase,D006597,Chemical
N7167,collagenases,D017364,Chemical
N7168,succinic acid,D019802,Chemical
N7169,krypton radioisotopes,D007727,Chemical
N7170,"keratitis, dendritic",D007635,Disease
N7171,phosphoproteins,D010750,Chemical
N7172,serine proteinase inhibitors,D015842,Chemical
N7173,calcium-calmodulin-dependent protein kinases,D017871,Chemical
N7174,molecular biology,D008967,Other
N7175,endarteritis,D004692,Disease
N7176,hydatidiform mole,D006828,Disease
N7177,"hydatidiform mole, invasive",D002820,Disease
N7178,infrared rays,D007259,Biological_Process
N7179,knee prosthesis,D007720,Technique
N7180,carteolol,D002354,Chemical
N7181,methoxsalen,D008730,Chemical
N7182,piperonyl butoxide,D010882,Chemical
N7183,"herpesvirus 3, human",D014645,Other
N7184,"antineoplastic agents, phytogenic",D000972,Chemical
N7185,isoflavones,D007529,Chemical
N7186,lignans,D017705,Chemical
N7187,lignin,D008031,Chemical
N7188,"neoplasms, hormone-dependent",D009376,Disease
N7189,chemical industry,D002617,Other
N7190,iceland,D007055,Other
N7191,nuclear proteins,D009687,Chemical
N7192,motor cortex,D009044,Anatomy
N7193,kupffer cells,D007728,Anatomy
N7194,patient selection,D018579,Technique
N7195,patients' rooms,D010362,Other
N7196,withholding treatment,D028761,Technique
N7197,peptide yy,D019894,Chemical
N7198,"receptors, neuropeptide y",D017476,Chemical
N7199,pilocarpine,D010862,Chemical
N7200,sulfuric acid esters,D013463,Chemical
N7201,asbestos,D001194,Chemical
N7202,construction materials,D003252,Other
N7203,dust,D004391,Chemical
N7204,"fatty acids, essential",D005228,Chemical
N7205,guanosine monophosphate,D006157,Chemical
N7206,aminopeptidases,D000626,Chemical
N7207,glutamyl aminopeptidase,D043384,Chemical
N7208,toxemia,D014115,Disease
N7209,phosphoric diester hydrolases,D010727,Chemical
N7210,glyceraldehyde-3-phosphate dehydrogenases,D005987,Chemical
N7211,butyrylcholinesterase,D002091,Chemical
N7212,alpha-amylases,D000516,Chemical
N7213,germ-free life,D005856,Biological_Process
N7214,"dna, circular",D004270,Chemical
N7215,"herpesvirus 2, gallid",D008381,Other
N7216,ganciclovir,D015774,Chemical
N7217,higher nervous activity,D006613,Other
N7218,hypochondriasis,D006998,Other
N7219,schizophrenic psychology,D012565,Other
N7220,"antigens, nuclear",D034961,Chemical
N7221,nucleolus organizer region,D009697,Anatomy
N7222,"antigens, viral, tumor",D000957,Chemical
N7223,metallothionein,D008668,Chemical
N7224,"ribonuclease, pancreatic",D012259,Chemical
N7225,enzyme repression,D004794,Biological_Process
N7226,schiff bases,D012545,Chemical
N7227,prajmaline,D011219,Chemical
N7228,carotid body tumor,D002345,Disease
N7229,cystectomy,D015653,Technique
N7230,factor xa inhibitors,D065427,Chemical
N7231,fasciculation,D005207,Disease
N7232,"dental implantation, endosseous",D003758,Technique
N7233,dental implants,D015921,Chemical
N7234,denture design,D003779,Technique
N7235,"denture, partial, fixed",D003830,Technique
N7236,durapatite,D017886,Chemical
N7237,"jaw, edentulous, partially",D007576,Disease
N7238,allosteric regulation,D000494,Biological_Process
N7239,triiodobenzoic acids,D014283,Chemical
N7240,etomidate,D005045,Chemical
N7241,cumulative trauma disorders,D012090,Disease
N7242,arthroscopy,D001182,Technique
N7243,whole blood coagulation time,D014914,Technique
N7244,biotechnology,D001709,Other
N7245,immunosorbent techniques,D007163,Technique
N7246,"chromosomes, human, pair 17",D002886,Anatomy
N7247,"chromosomes, human, pair 8",D002898,Anatomy
N7248,nervous system physiological phenomena,D009424,Biological_Process
N7249,pneumopericardium,D011026,Disease
N7250,bacterial typing techniques,D015373,Technique
N7251,hand disinfection,D006235,Other
N7252,"hydrogel, polyethylene glycol dimethacrylate",D020136,Chemical
N7253,rubber,D012408,Chemical
N7254,angiotensin receptor antagonists,D057911,Chemical
N7255,losartan,D019808,Chemical
N7256,otorhinolaryngologic neoplasms,D010039,Disease
N7257,anterior chamber,D000867,Anatomy
N7258,"glaucoma, angle-closure",D015812,Disease
N7259,hemoglobin c,D006444,Chemical
N7260,acenocoumarol,D000074,Chemical
N7261,"motion therapy, continuous passive",D015915,Technique
N7262,minority groups,D008913,Other
N7263,graft vs host disease,D006086,Disease
N7264,immunotoxins,D000922,Chemical
N7265,ricin,D012276,Chemical
N7266,antipyrine,D000983,Chemical
N7267,chemotactic factors,D002630,Chemical
N7268,interleukin-8,D016209,Chemical
N7269,photochemistry,D010777,Other
N7270,disease reservoirs,D004197,Other
N7271,epirubicin,D015251,Chemical
N7272,biophysical phenomena,D055592,Biological_Process
N7273,biophysics,D001703,Other
N7274,maxillary sinus neoplasms,D008444,Disease
N7275,rhabdomyosarcoma,D012208,Disease
N7276,calcaneus,D002111,Anatomy
N7277,clostridium infections,D003015,Disease
N7278,cation exchange resins,D002411,Chemical
N7279,polystyrenes,D011137,Chemical
N7280,atmosphere exposure chambers,D001273,Technique
N7281,helium,D006371,Chemical
N7282,likelihood functions,D016013,Technique
N7283,parent-child relations,D010287,Other
N7284,burn units,D002053,Other
N7285,neurology,D009462,Other
N7286,ciprofloxacin,D002939,Chemical
N7287,fetofetal transfusion,D005330,Disease
N7288,hydranencephaly,D006832,Disease
N7289,ankle joint,D000843,Anatomy
N7290,ileostomy,D007081,Technique
N7291,mitoxantrone,D008942,Chemical
N7292,thioguanine,D013866,Chemical
N7293,acetabulum,D000077,Anatomy
N7294,cholangitis,D002761,Disease
N7295,biliary tract neoplasms,D001661,Disease
N7296,"wounds, stab",D014951,Disease
N7297,gravity suits,D005676,Technique
N7298,abruptio placentae,D000037,Disease
N7299,"ventilators, negative-pressure",D015919,Technique
N7300,fetal hypoxia,D005311,Disease
N7301,esophagoscopes,D020701,Technique
N7302,"pituitary hormones, anterior",D010908,Chemical
N7303,borrelia burgdorferi group,D015748,Other
N7304,traction,D014143,Technique
N7305,scintillation counting,D012588,Technique
N7306,pseudarthrosis,D011542,Disease
N7307,"spasms, infantile",D013036,Disease
N7308,ovarian follicle,D006080,Anatomy
N7309,rodenticides,D012378,Chemical
N7310,ureteral diseases,D014515,Disease
N7311,urinary fistula,D014548,Disease
N7312,parotid neoplasms,D010307,Disease
N7313,quebec,D011792,Other
N7314,asthenia,D001247,Disease
N7315,phenacetin,D010615,Chemical
N7316,plants,D010944,Other
N7317,gigantism,D005877,Disease
N7318,macroglossia,D008260,Disease
N7319,architectural accessibility,D001107,Other
N7320,facility design and construction,D005160,Other
N7321,"mammary neoplasms, experimental",D008325,Disease
N7322,mucolipidoses,D009081,Disease
N7323,cephamycins,D002513,Chemical
N7324,"surgery, plastic",D013518,Other
N7325,muscimol,D009118,Chemical
N7326,rehabilitation centers,D012047,Other
N7327,"chromosomes, human",D002877,Anatomy
N7328,endophthalmitis,D009877,Disease
N7329,penicillinase,D010405,Chemical
N7330,salpingitis,D012488,Disease
N7331,spectinomycin,D000198,Chemical
N7332,"genes, regulator",D005809,Biological_Process
N7333,fluocortolone,D005448,Chemical
N7334,"nails, malformed",D009264,Disease
N7335,sinusitis,D012852,Disease
N7336,lung compliance,D008170,Technique
N7337,"nevus, pigmented",D009508,Disease
