node_id,node_name,mesh_ui,node_type
N4207,immunoradiometric assay,D015592,Technique
N4208,catechol o-methyltransferase,D002394,Chemical
N4209,"cardiomyopathy, restrictive",D002313,Disease
N4210,intraoperative period,D007432,Technique
N4211,thymus neoplasms,D013953,Disease
N4212,heart-assist devices,D006353,Technique
N4213,electrocoagulation,D004564,Technique
N4214,"pericarditis, tuberculous",D010495,Disease
N4215,ozone,D010126,Chemical
N4216,"hypothalamus, posterior",D007034,Anatomy
N4217,microinjections,D008845,Technique
N4218,picrotoxin,D010852,Chemical
N4219,membrane fluidity,D008560,Biological_Process
N4220,amino acid chloromethyl ketones,D000590,Chemical
N4221,factor x,D005170,Chemical
N4222,national health programs,D009313,Other
N4223,partial thromboplastin time,D010314,Technique
N4224,tissue plasminogen activator,D010959,Chemical
N4225,extracorporeal membrane oxygenation,D015199,Technique
N4226,follicle stimulating hormone,D005640,Chemical
N4227,gonadotropin-releasing hormone,D007987,Chemical
N4228,thyrotropin-releasing hormone,D013973,Chemical
N4229,eye,D005123,Anatomy
N4230,"administration, inhalation",D000280,Technique
N4231,ergotamines,D004879,Chemical
N4232,acids,D000143,Chemical
N4233,coronary vasospasm,D003329,Disease
N4234,platelet activating factor,D010972,Chemical
N4235,disease,D004194,Disease
N4236,vitreous hemorrhage,D014823,Disease
N4237,"dietary fats, unsaturated",D004042,Chemical
N4238,fish oils,D005395,Chemical
N4239,anilides,D000813,Chemical
N4240,encainide,D016700,Chemical
N4241,flecainide,D005424,Chemical
N4242,diphenhydramine,D004155,Chemical
N4243,lysine,D008239,Chemical
N4244,tubocurarine,D014403,Chemical
N4245,glyburide,D005905,Chemical
N4246,aldehyde reductase,D000449,Chemical
N4247,pigment epithelium of eye,D010857,Anatomy
N4248,"rats, inbred bb",D011913,Other
N4249,sugar alcohol dehydrogenases,D013401,Chemical
N4250,sugar alcohols,D013402,Chemical
N4251,chagas disease,D014355,Disease
N4252,chi-square distribution,D016009,Technique
N4253,poisson distribution,D016012,Technique
N4254,"swine, miniature",D013556,Other
N4255,amoxicillin,D000658,Chemical
N4256,serum bactericidal test,D015610,Technique
N4257,streptococcus sanguis,D013298,Other
N4258,flow cytometry,D005434,Technique
N4259,acupuncture therapy,D015670,Technique
N4260,arachidonic acid,D016718,Chemical
N4261,eicosanoids,D015777,Chemical
N4262,diagnosis-related groups,D003953,Other
N4263,reimbursement mechanisms,D012051,Other
N4264,endocardial cushion defects,D004694,Disease
N4265,razoxane,D011929,Chemical
N4266,acute-phase reaction,D000210,Disease
N4267,lupus coagulation inhibitor,D016682,Chemical
N4268,von willebrand factor,D014841,Chemical
N4269,platelet-derived growth factor,D010982,Chemical
N4270,dimethyl sulfoxide,D004121,Chemical
N4271,polyvinyls,D011145,Chemical
N4272,intervertebral disc,D007403,Anatomy
N4273,aspergillus flavus,D001231,Other
N4274,aspergillus fumigatus,D001232,Other
N4275,bed conversion,D001508,Other
N4276,health facility planning,D006275,Other
N4277,"hospital bed capacity, 500 and over",D006746,Other
N4278,hospital units,D006757,Other
N4279,multiple trauma,D009104,Disease
N4280,prospective payment system,D011445,Other
N4281,rhode island,D012237,Other
N4282,"practice patterns, physicians'",D010818,Other
N4283,snoring,D012913,Disease
N4284,injury severity score,D015601,Technique
N4285,"pneumonia, aspiration",D011015,Disease
N4286,gated blood-pool imaging,D015637,Technique
N4287,indium radioisotopes,D007205,Chemical
N4288,observer variation,D015588,Technique
N4289,transforming growth factors,D015291,Chemical
N4290,tumor necrosis factor-alpha,D014409,Chemical
N4291,"antigens, differentiation, t-lymphocyte",D000945,Chemical
N4292,cd8 antigens,D016827,Chemical
N4293,interleukin-2,D007376,Chemical
N4294,"killer cells, lymphokine-activated",D015979,Anatomy
N4295,lovastatin,D008148,Chemical
N4296,dacarbazine,D003606,Chemical
N4297,ifosfamide,D007069,Chemical
N4298,mesna,D015080,Chemical
N4299,srs-a,D013189,Chemical
N4300,cadaver,D002102,Disease
N4301,schistosomiasis haematobia,D012553,Disease
N4302,"abortion, threatened",D000033,Disease
N4303,chorion,D002823,Anatomy
N4304,uterine hemorrhage,D014592,Disease
N4305,gliosis,D005911,Disease
N4306,moricizine,D016293,Chemical
N4307,united states food and drug administration,D014486,Other
N4308,intraoperative complications,D007431,Disease
N4309,"aneurysm, infected",D000785,Disease
N4310,causality,D015984,Other
N4311,carotid sinus,D002346,Anatomy
N4312,computer simulation,D003198,Other
N4313,mathematical computing,D008432,Other
N4314,"models, statistical",D015233,Technique
N4315,"scleroderma, localized",D012594,Disease
N4316,"blotting, northern",D015152,Technique
N4317,"receptors, glucocorticoid",D011965,Chemical
N4318,"8,11,14-eicosatrienoic acid",D015126,Chemical
N4319,cytochrome p-450 cyp2j2,D000090762,Chemical
N4320,cytochrome p-450 enzyme system,D003577,Chemical
N4321,hydroxyeicosatetraenoic acids,D006893,Chemical
N4322,lipoxygenase,D008084,Chemical
N4323,oxygenases,D010105,Chemical
N4324,tocainide,D016677,Chemical
N4325,carbutamide,D002271,Chemical
N4326,gliclazide,D005907,Chemical
N4327,glipizide,D005913,Chemical
N4328,hypoglycemic agents,D007004,Chemical
N4329,bacterial outer membrane proteins,D001425,Chemical
N4330,bacterial proteins,D001426,Chemical
N4331,phosphorylase a,D010762,Chemical
N4332,phosphorylase b,D010763,Chemical
N4333,decision support techniques,D003661,Technique
N4334,decision trees,D003663,Biological_Process
N4335,colonoscopy,D003113,Technique
N4336,duodenoscopy,D004384,Technique
N4337,esophagoscopy,D004945,Technique
N4338,gastroscopy,D005773,Technique
N4339,manuals as topic,D008370,Other
N4340,chicago,D002641,Other
N4341,christianity,D002835,Other
N4342,fasting,D005215,Other
N4343,intracellular membranes,D007425,Anatomy
N4344,"decision making, computer-assisted",D003658,Other
N4345,delivery of health care,D003695,Other
N4346,auranofin,D001310,Chemical
N4347,nafronyl,D009257,Chemical
N4348,disease susceptibility,D004198,Disease
N4349,streptococcus agalactiae,D013292,Other
N4350,immunoproliferative disorders,D007160,Disease
N4351,apolipoprotein a-i,D016632,Chemical
N4352,apolipoproteins a,D001054,Chemical
N4353,nephelometry and turbidimetry,D009391,Technique
N4354,information systems,D007256,Other
N4355,"injections, intralesional",D015552,Technique
N4356,thoracotomy,D013908,Technique
N4357,heart-lung transplantation,D016041,Technique
N4358,anaerobic threshold,D015308,Biological_Process
N4359,cyanogen bromide,D003488,Chemical
N4360,pepsin a,D010434,Chemical
N4361,arsenazo iii,D001150,Chemical
N4362,egtazic acid,D004533,Chemical
N4363,sucrose,D013395,Chemical
N4364,proportional hazards models,D016016,Technique
N4365,hospital departments,D006748,Other
N4366,northern ireland,D009660,Other
N4367,patient transfer,D010360,Technique
N4368,"surgery department, hospital",D013503,Other
N4369,hemoptysis,D006469,Disease
N4370,hepatitis c,D006526,Disease
N4371,intermittent positive-pressure ventilation,D007385,Technique
N4372,polyradiculoneuropathy,D011129,Disease
N4373,"enhancer elements, genetic",D004742,Biological_Process
N4374,"genes, immunoglobulin",D005803,Biological_Process
N4375,l cells,D007739,Anatomy
N4376,oligonucleotide probes,D015345,Chemical
N4377,plasmids,D010957,Biological_Process
N4378,"promoter regions, genetic",D011401,Biological_Process
N4379,transcription factors,D014157,Chemical
N4380,endothelins,D016232,Chemical
N4381,monocrotaline,D016686,Chemical
N4382,pyrrolizidine alkaloids,D011763,Chemical
N4383,vascular patency,D014654,Biological_Process
N4384,apolipoprotein a-ii,D016633,Chemical
N4385,genes,D005796,Biological_Process
N4386,serine,D012694,Chemical
N4387,threonine,D013912,Chemical
N4388,caricatures as topic,D002325,Other
N4389,cartoons as topic,D002359,Other
N4390,computer graphics,D003196,Other
N4391,diabetic ketoacidosis,D016883,Disease
N4392,saudi arabia,D012529,Other
N4393,schools,D012574,Other
N4394,dna probes,D015342,Chemical
N4395,drug contamination,D004340,Other
N4396,mycoplasma,D009174,Other
N4397,rna probes,D015347,Chemical
N4398,"epilepsy, post-traumatic",D004834,Disease
N4399,"obstetric labor, premature",D007752,Disease
N4400,cryoglobulinemia,D003449,Disease
N4401,monoclonal gammopathy of undetermined significance,D008998,Disease
N4402,"graft occlusion, vascular",D006083,Disease
N4403,clopamide,D003005,Chemical
N4404,"abortion, habitual",D000026,Disease
N4405,leukotrienes,D015289,Chemical
N4406,xanthine,D019820,Chemical
N4407,malondialdehyde,D008315,Chemical
N4408,hemoperfusion,D006464,Technique
N4409,hepatic veins,D006503,Anatomy
N4410,platinum,D010984,Chemical
N4411,stainless steel,D013193,Chemical
N4412,tantalum,D013635,Chemical
N4413,cholestyramine resin,D002792,Chemical
N4414,simvastatin,D019821,Chemical
N4415,infusion pumps,D007260,Technique
N4416,"injections, jet",D007277,Technique
N4417,health promotion,D006293,Other
N4418,"chromatography, high pressure liquid",D002851,Technique
N4419,chest pain,D002637,Disease
N4420,respiratory mechanics,D015656,Biological_Process
N4421,roc curve,D012372,Technique
N4422,afferent pathways,D000344,Anatomy
N4423,neuropeptides,D009479,Chemical
N4424,galactosemias,D005693,Disease
N4425,imidazolidines,D048289,Chemical
N4426,laminin,D007797,Chemical
N4427,cytosol,D003600,Anatomy
N4428,gene expression,D015870,Biological_Process
N4429,polyribosomes,D011132,Anatomy
N4430,proto-oncogene proteins,D011518,Chemical
N4431,proto-oncogene proteins c-fos,D016760,Chemical
N4432,proto-oncogenes,D011519,Biological_Process
N4433,glycosylation,D006031,Biological_Process
N4434,sorbitol,D013012,Chemical
N4435,particle accelerators,D010315,Technique
N4436,stereotaxic techniques,D013238,Technique
N4437,beds,D001513,Technique
N4438,infection control,D017053,Other
N4439,rotation,D012399,Biological_Process
N4440,"substance abuse, intravenous",D015819,Disease
N4441,almitrine,D015765,Chemical
N4442,proteus infections,D011512,Disease
N4443,proteus vulgaris,D011514,Other
N4444,hemosiderin,D006485,Chemical
N4445,keratosis,D007642,Disease
N4446,"catheterization, swan-ganz",D002407,Technique
N4447,"genes, mhc class ii",D005802,Biological_Process
N4448,"hyperparathyroidism, secondary",D006962,Disease
N4449,anistreplase,D016255,Chemical
N4450,"education, medical, graduate",D004503,Other
N4451,digestive system diseases,D004066,Disease
N4452,enteral nutrition,D004750,Technique
N4453,weight gain,D015430,Disease
N4454,crystallography,D003461,Technique
N4455,"anti-infective agents, local",D000891,Chemical
N4456,demeclocycline,D003707,Chemical
N4457,periapical periodontitis,D010485,Disease
N4458,pulpitis,D011671,Disease
N4459,triamcinolone acetonide,D014222,Chemical
N4460,colforsin,D005576,Chemical
N4461,gtp-binding proteins,D019204,Chemical
N4462,sodium fluoride,D012969,Chemical
N4463,carbonic anhydrases,D002256,Chemical
N4464,neuromuscular diseases,D009468,Disease
N4465,"immunization, passive",D007116,Technique
N4466,bleeding time,D001760,Technique
N4467,hematologic tests,D006403,Technique
N4468,haptens,D006241,Chemical
N4469,immunoglobulin variable region,D007135,Chemical
N4470,transfection,D014162,Technique
N4471,phorbol esters,D010703,Chemical
N4472,protein kinase inhibitors,D047428,Chemical
N4473,"12-hydroxy-5,8,10,14-eicosatetraenoic acid",D019377,Chemical
N4474,arachidonate 12-lipoxygenase,D001092,Chemical
N4475,arachidonate lipoxygenases,D001091,Chemical
N4476,interferon-gamma,D007371,Chemical
N4477,plasminogen inactivators,D015849,Chemical
N4478,"calorimetry, indirect",D002153,Technique
N4479,adp-ribosylation factors,D020727,Chemical
N4480,adenosine diphosphate ribose,D000246,Chemical
N4481,cholera toxin,D002772,Chemical
N4482,arginine,D001120,Chemical
N4483,monokines,D015846,Chemical
N4484,equipment contamination,D004866,Other
N4485,polyploidy,D011123,Disease
N4486,hydrops fetalis,D015160,Disease
N4487,"metabolism, inborn errors",D008661,Disease
N4488,social security,D012943,Other
N4489,glycated hemoglobin,D006442,Chemical
N4490,melanesia,D008542,Other
N4491,transferrin,D014168,Chemical
N4492,peptide fragments,D010446,Chemical
N4493,staphylococcal protein a,D013205,Chemical
N4494,hemophilia b,D002836,Disease
N4495,dysmenorrhea,D004412,Disease
N4496,iron-dextran complex,D007505,Chemical
N4497,menorrhagia,D008595,Disease
N4498,serum sickness,D012713,Disease
N4499,flumazenil,D005442,Chemical
N4500,midazolam,D008874,Chemical
N4501,"chromosomes, human, pair 10",D002879,Anatomy
N4502,penicillin v,D010404,Chemical
N4503,ibuprofen,D007052,Chemical
N4504,metolazone,D008788,Chemical
N4505,radionuclide angiography,D011875,Technique
N4506,los angeles,D015141,Other
N4507,family health,D005192,Other
N4508,"chromatography, liquid",D002853,Technique
N4509,algorithms,D000465,Biological_Process
N4510,fibrinopeptide a,D005344,Chemical
N4511,nephrons,D009399,Anatomy
N4512,"ganglia, sympathetic",D005728,Anatomy
N4513,ganglionectomy,D015171,Technique
N4514,ergocalciferols,D004872,Chemical
N4515,etidronic acid,D012968,Chemical
N4516,"15-hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic acid",D019796,Chemical
N4517,saponins,D012503,Chemical
N4518,acetates,D000085,Chemical
N4519,ketone bodies,D007657,Chemical
N4520,"bone diseases, metabolic",D001851,Disease
N4521,hip,D006615,Anatomy
N4522,spine,D013131,Anatomy
N4523,ferrets,D005289,Other
N4524,magnetic resonance spectroscopy,D009682,Technique
N4525,chromogranin a,D053379,Chemical
N4526,chromogranins,D002864,Chemical
N4527,synaptophysin,D016708,Chemical
N4528,factor xii deficiency,D005175,Disease
N4529,"fibrinogens, abnormal",D015241,Chemical
N4530,callitrichinae,D002143,Other
N4531,extravasation of diagnostic and therapeutic materials,D005119,Disease
N4532,protein-energy malnutrition,D011502,Disease
N4533,lipoma,D008067,Disease
N4534,amitrole,D000640,Chemical
N4535,tungsten,D014414,Chemical
N4536,attitude of health personnel,D001291,Other
N4537,"financing, government",D005380,Other
N4538,internal medicine,D007388,Other
N4539,chromatography,D002845,Technique
N4540,specimen handling,D013048,Technique
N4541,ranolazine,D000069458,Chemical
N4542,blood group antigens,D001789,Chemical
N4543,paraproteins,D010266,Chemical
N4544,sialography,D012796,Technique
N4545,xerostomia,D014987,Disease
N4546,government,D006076,Other
N4547,"health benefit plans, employee",D006264,Other
N4548,health expenditures,D005102,Other
N4549,insurance claim review,D007345,Other
N4550,"insurance, health",D007348,Other
N4551,ethmoid sinusitis,D015521,Disease
N4552,maxillary sinusitis,D015523,Disease
N4553,mucormycosis,D009091,Disease
N4554,orbital diseases,D009916,Disease
N4555,cromolyn sodium,D004205,Chemical
N4556,"antibodies, protozoan",D000913,Chemical
N4557,hysteroscopy,D015907,Technique
N4558,eye proteins,D005136,Chemical
N4559,scleral buckling,D012591,Technique
N4560,vitrectomy,D014821,Technique
N4561,chromones,D002867,Chemical
N4562,diethylcarbamazine,D004049,Chemical
N4563,"granuloma, foreign-body",D015745,Disease
N4564,lipoxygenase inhibitors,D016859,Chemical
N4565,pentazocine,D010423,Chemical
N4566,pyridoxal phosphate,D011732,Chemical
N4567,amyloid beta-protein precursor,D016564,Chemical
N4568,"deoxyribonucleases, type ii site-specific",D015252,Chemical
N4569,exons,D005091,Biological_Process
N4570,polymerase chain reaction,D016133,Technique
N4571,protein precursors,D011498,Chemical
N4572,methylergonovine,D008755,Chemical
N4573,prosthesis failure,D011475,Disease
N4574,fourier analysis,D005583,Technique
N4575,signal transduction,D015398,Biological_Process
N4576,tachyphylaxis,D013618,Biological_Process
N4577,respiratory center,D012125,Anatomy
N4578,"receptors, purinergic",D011983,Chemical
N4579,magnesium chloride,D015636,Chemical
N4580,methacholine chloride,D016210,Chemical
N4581,methacholine compounds,D008688,Chemical
N4582,fatty acid-binding protein 7,D000071438,Chemical
N4583,fatty acid-binding proteins,D050556,Chemical
N4584,laboratories,D007753,Other
N4585,office management,D009817,Other
N4586,intramolecular oxidoreductases,D019746,Chemical
N4587,isomerases,D007535,Chemical
N4588,cytochrome p-450 enzyme inhibitors,D065607,Chemical
N4589,hair color,D006200,Biological_Process
N4590,joint instability,D007593,Disease
N4591,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase",D008240,Chemical
N4592,niacin,D009525,Chemical
N4593,intermediate filament proteins,D007381,Chemical
N4594,microtubule-associated proteins,D008869,Chemical
N4595,neurofilament proteins,D016900,Chemical
N4596,tubulin,D014404,Chemical
N4597,xenon,D014978,Chemical
N4598,"leukoencephalopathy, progressive multifocal",D007968,Disease
N4599,polyvinyl alcohol,D011142,Chemical
N4600,cerebral veins,D002550,Anatomy
N4601,"administration, sublingual",D000286,Technique
N4602,"chemistry, pharmaceutical",D002626,Other
N4603,quinolines,D011804,Chemical
N4604,capillary resistance,D002200,Biological_Process
N4605,complement c5a,D015936,Chemical
N4606,praziquantel,D011223,Chemical
N4607,inositol,D007294,Chemical
N4608,"inositol 1,4,5-trisphosphate",D015544,Chemical
N4609,phosphatidylinositols,D010716,Chemical
N4610,leydig cells,D007985,Anatomy
N4611,luteinizing hormone,D007986,Chemical
N4612,calcium radioisotopes,D002132,Chemical
N4613,"4,5-dihydro-1-(3-(trifluoromethyl)phenyl)-1h-pyrazol-3-amine",D015772,Chemical
N4614,secretory component,D012635,Chemical
N4615,lipopolysaccharides,D008070,Chemical
N4616,equipment failure,D004868,Technique
N4617,gabexate,D016670,Chemical
N4618,neurofibroma,D009455,Disease
N4619,valproic acid,D014635,Chemical
N4620,mediastinal emphysema,D008478,Disease
N4621,17-ketosteroids,D015068,Chemical
N4622,"receptors, interleukin-2",D015375,Chemical
N4623,ambulatory surgical procedures,D000556,Technique
N4624,sperm count,D013076,Technique
N4625,"leukemia, neutrophilic, chronic",D015467,Disease
N4626,discriminant analysis,D016002,Technique
N4627,hip prosthesis,D006622,Technique
N4628,technetium tc 99m sulfur colloid,D013671,Chemical
N4629,molsidomine,D008981,Chemical
N4630,muromonab-cd3,D016853,Chemical
N4631,financial management,D005376,Other
N4632,"financial management, hospital",D005377,Other
N4633,medical records,D008499,Technique
N4634,program evaluation,D015397,Technique
N4635,g(m1) ganglioside,D005677,Chemical
N4636,cystitis,D003556,Disease
N4637,hoarseness,D006685,Disease
N4638,laryngeal nerves,D007823,Anatomy
N4639,recurrent laryngeal nerve,D012009,Anatomy
N4640,vocal cord paralysis,D014826,Disease
N4641,tracheal stenosis,D014135,Disease
N4642,total lung capacity,D014109,Technique
N4643,asian people,D044466,Other
N4644,cross-cultural comparison,D003431,Other
N4645,descemet membrane,D003886,Anatomy
N4646,islets of langerhans transplantation,D016381,Technique
N4647,"lens capsule, crystalline",D007903,Anatomy
N4648,growth hormone-releasing hormone,D013007,Chemical
N4649,insulin-like growth factor i,D007334,Chemical
N4650,alpha-2-antiplasmin,D000979,Chemical
N4651,"antigens, cd",D015703,Chemical
N4652,cd4 antigens,D015704,Chemical
N4653,"epilepsies, myoclonic",D004831,Disease
N4654,kearns-sayre syndrome,D007625,Disease
N4655,churg-strauss syndrome,D015267,Disease
N4656,anuria,D001002,Disease
N4657,hospital administration,D006739,Other
N4658,"quality assurance, health care",D011785,Other
N4659,mass media,D008402,Other
N4660,national institutes of health (u.s.),D009316,Other
N4661,bronchoalveolar lavage fluid,D001992,Technique
N4662,lung transplantation,D016040,Technique
N4663,tissue preservation,D014021,Technique
N4664,malabsorption syndromes,D008286,Disease
N4665,short bowel syndrome,D012778,Disease
N4666,fluorescein-5-isothiocyanate,D016650,Chemical
N4667,thiocyanates,D013861,Chemical
N4668,"rats, inbred lew",D011917,Other
N4669,"5,7-dihydroxytryptamine",D015116,Chemical
N4670,injections,D007267,Technique
N4671,"injections, intraventricular",D007276,Technique
N4672,oxidopamine,D016627,Chemical
N4673,raphe nuclei,D011903,Anatomy
N4674,"evoked potentials, visual",D005074,Biological_Process
N4675,direct service costs,D004180,Other
N4676,value of life,D026712,Other
N4677,"reagent kits, diagnostic",D011933,Chemical
N4678,propafenone,D011405,Chemical
N4679,binomial distribution,D016010,Technique
N4680,prosthesis design,D011474,Technique
N4681,waiting lists,D014850,Other
N4682,"image interpretation, computer-assisted",D007090,Technique
N4683,"radiographic image interpretation, computer-assisted",D011857,Technique
N4684,membrane lipids,D008563,Chemical
N4685,gastritis,D005756,Disease
N4686,"leukemia, lymphocytic, chronic, b-cell",D015451,Disease
N4687,ritodrine,D012312,Chemical
N4688,heme,D006418,Chemical
N4689,heme oxygenase (decyclizing),D006419,Chemical
N4690,hemin,D006427,Chemical
N4691,antibody affinity,D000915,Biological_Process
N4692,flavins,D005415,Chemical
N4693,riboflavin,D012256,Chemical
N4694,forced expiratory volume,D005541,Technique
N4695,lyme disease,D008193,Disease
N4696,"mice, mutant strains",D008817,Other
N4697,escherichia coli,D004926,Other
N4698,intradermal tests,D007428,Technique
N4699,streptococcus pyogenes,D013297,Other
N4700,lymph node excision,D008197,Technique
N4701,gadolinium,D005682,Chemical
N4702,gadolinium dtpa,D019786,Chemical
N4703,meglumine,D008536,Chemical
N4704,organometallic compounds,D009942,Chemical
N4705,cell degranulation,D015550,Biological_Process
N4706,"leukemia, mast-cell",D007946,Disease
N4707,drug utilization,D004363,Other
N4708,"hospital bed capacity, 300 to 499",D006745,Other
N4709,illinois,D007087,Other
N4710,"pharmacy service, hospital",D010607,Other
N4711,accidental falls,D000058,Other
N4712,institutionalization,D007326,Technique
N4713,tricuspid valve stenosis,D014264,Disease
N4714,arterio-arterial fistula,D001159,Disease
N4715,"amplifiers, electronic",D000669,Technique
N4716,bird diseases,D001715,Disease
N4717,parrots,D010311,Other
N4718,psittaciformes,D011563,Other
N4719,sarcocystosis,D012523,Disease
N4720,food preservatives,D005520,Chemical
N4721,callithrix,D002144,Other
N4722,particle size,D010316,Biological_Process
N4723,"sympathectomy, chemical",D013563,Technique
N4724,megakaryocytes,D008533,Anatomy
N4725,paratyphoid fever,D010284,Disease
N4726,salmonella paratyphi c,D012479,Other
N4727,fanconi syndrome,D005198,Disease
N4728,"receptors, epoprostenol",D044006,Chemical
N4729,musculoskeletal system,D009141,Anatomy
N4730,tidal volume,D013990,Technique
N4731,counterpulsation,D015908,Technique
N4732,glycogen synthase,D006006,Chemical
N4733,patient acceptance of health care,D010342,Other
N4734,"economics, hospital",D004469,Other
N4735,"pre-excitation, mahaim-type",D011227,Disease
N4736,"diagnostic tests, routine",D003955,Technique
N4737,radiology,D011871,Other
N4738,pituitary apoplexy,D010899,Disease
N4739,immunoglobulin isotypes,D007132,Chemical
N4740,community health nursing,D003152,Other
N4741,cutis laxa,D003483,Disease
N4742,"contraceptive agents, female",D003271,Chemical
N4743,drug implants,D004343,Chemical
N4744,levonorgestrel,D016912,Chemical
N4745,eflornithine,D000518,Chemical
N4746,ornithine decarboxylase inhibitors,D065108,Chemical
N4747,surgical flaps,D013524,Anatomy
N4748,colorectal neoplasms,D015179,Disease
N4749,diverticulum,D004240,Disease
N4750,occult blood,D009780,Technique
N4751,glutaral,D005976,Chemical
N4752,glutathione peroxidase,D005979,Chemical
N4753,calmodulin,D002147,Chemical
N4754,trifluoperazine,D014268,Chemical
N4755,occupational health services,D009786,Other
N4756,"electrophoresis, gel, two-dimensional",D015180,Technique
N4757,employment,D004651,Other
N4758,health resources,D006295,Other
N4759,"decision making, organizational",D003659,Other
N4760,efficiency,D004526,Other
N4761,health care rationing,D015276,Other
N4762,chick embryo,D002642,Anatomy
N4763,viruses,D014780,Other
N4764,southwestern united states,D015206,Other
N4765,ankle injuries,D016512,Disease
N4766,self administration,D012646,Technique
N4767,"abortion, induced",D000028,Technique
N4768,antioxidants,D000975,Chemical
N4769,organ preservation,D009926,Technique
N4770,deamino arginine vasopressin,D003894,Chemical
N4771,myristic acid,D019814,Chemical
N4772,myristic acids,D009227,Chemical
N4773,oncogene protein pp60(v-src),D015688,Chemical
N4774,"models, structural",D008961,Other
N4775,azetidines,D001384,Chemical
N4776,azetines,D001385,Chemical
N4777,cytidine diphosphate choline,D003566,Chemical
N4778,markov chains,D008390,Technique
N4779,blood group incompatibility,D001787,Biological_Process
N4780,rh-hr blood-group system,D012204,Chemical
N4781,diagnostic imaging,D003952,Technique
N4782,"aspergillosis, allergic bronchopulmonary",D001229,Disease
N4783,ritanserin,D016713,Chemical
N4784,serotonin antagonists,D012702,Chemical
N4785,supratentorial neoplasms,D015173,Disease
N4786,gallbladder,D005704,Anatomy
N4787,mucopolysaccharidosis iv,D009085,Disease
N4788,lipofuscin,D008062,Chemical
N4789,luminescent measurements,D008163,Technique
N4790,meclofenoxate,D002504,Chemical
N4791,"pigments, biological",D010860,Chemical
N4792,acetylcarnitine,D000108,Chemical
N4793,pipecolic acids,D010875,Chemical
N4794,failure to thrive,D005183,Disease
N4795,nutrition assessment,D015596,Technique
N4796,actin cytoskeleton,D008841,Anatomy
N4797,cineradiography,D002933,Technique
N4798,nitroimidazoles,D009593,Chemical
N4799,trypanocidal agents,D014344,Chemical
N4800,luminol,D008165,Chemical
N4801,zymosan,D015054,Chemical
N4802,heptanoic acids,D006538,Chemical
N4803,pravastatin,D017035,Chemical
N4804,electrochemistry,D004563,Other
N4805,acupuncture points,D015669,Technique
N4806,electroacupuncture,D015671,Technique
N4807,viscera,D014781,Anatomy
N4808,venules,D014699,Anatomy
N4809,"portasystemic shunt, surgical",D011170,Technique
N4810,opportunistic infections,D009894,Disease
N4811,ventriculostomy,D014696,Technique
N4812,xanthomonas,D014974,Other
N4813,tracheoesophageal fistula,D014138,Disease
N4814,gastrostomy,D005774,Technique
N4815,"drug resistance, microbial",D004352,Biological_Process
N4816,sulbactam,D013407,Chemical
N4817,beta-lactamases,D001618,Chemical
N4818,respiratory sounds,D012135,Disease
N4819,nutritional requirements,D009751,Biological_Process
N4820,cell-free system,D002474,Anatomy
N4821,trapidil,D014192,Chemical
N4822,neurotoxins,D009498,Chemical
N4823,gases,D005740,Chemical
N4824,aids-related complex,D000386,Disease
N4825,freeze fracturing,D005614,Technique
N4826,glycolipids,D006017,Chemical
N4827,benzoquinones,D016227,Chemical
N4828,"fatty acids, monounsaturated",D005229,Chemical
N4829,quinones,D011809,Chemical
N4830,motion pictures,D009040,Other
N4831,pulsatile flow,D011673,Biological_Process
N4832,sinus of valsalva,D012850,Anatomy
N4833,galactitol,D004376,Chemical
N4834,cryopreservation,D015925,Technique
N4835,organizational objectives,D009937,Other
N4836,pregnancy outcome,D011256,Technique
N4837,"leprosy, lepromatous",D015440,Disease
N4838,genomic library,D015698,Biological_Process
N4839,mycophenolic acid,D009173,Chemical
N4840,synaptic vesicles,D013572,Anatomy
N4841,type c phospholipases,D010738,Chemical
N4842,genetic testing,D005820,Technique
N4843,"lipid metabolism, inborn errors",D008052,Disease
N4844,vietnam,D014744,Other
N4845,panax,D005894,Other
N4846,singapore,D012846,Other
N4847,"acidosis, lactic",D000140,Disease
N4848,nad(p)h dehydrogenase (quinone),D016660,Chemical
N4849,quinone reductases,D011808,Chemical
N4850,body fluid compartments,D001825,Anatomy
N4851,fishes,D005399,Other
N4852,c-peptide,D002096,Chemical
N4853,"antigens, differentiation, b-lymphocyte",D000944,Chemical
N4854,immunophenotyping,D016130,Technique
N4855,fibrinopeptide b,D005345,Chemical
N4856,alfentanil,D015760,Chemical
N4857,dinitrophenols,D004140,Chemical
N4858,ion channel gating,D015640,Biological_Process
N4859,apolipoprotein c-iii,D053305,Chemical
N4860,apolipoproteins c,D001056,Chemical
N4861,alkaloids,D000470,Chemical
N4862,benzylisoquinolines,D044182,Chemical
N4863,plasma exchange,D010951,Technique
N4864,globosides,D005915,Chemical
N4865,"radiotherapy planning, computer-assisted",D011880,Technique
N4866,"carcinoma, renal cell",D002292,Disease
N4867,autoimmunity,D015551,Biological_Process
N4868,syphilis,D013587,Disease
N4869,"education, nursing, continuing",D004509,Other
N4870,oxyquinoline,D015125,Chemical
N4871,diffusion of innovation,D004059,Other
N4872,information services,D007255,Other
N4873,"technology, high-cost",D013675,Other
N4874,health behavior,D015438,Other
N4875,language,D007802,Other
N4876,new england,D009511,Other
